c ,From,To,Modes,length,time,Type,Lanes,VDF,Data1,Data2,Data3
,228325,228326,apb,0.048924,0.116950,104,1.0,25,25.100,2200.0,0.0000
,228325,554307,apb,0.045200,0.067817,105,2.0,23,40.000,4400.0,0.0000
,228326,227666,apb,0.033018,0.047169,104,2.0,27,42.000,4400.0,0.0000
,228326,554308,apb,0.044011,0.059341,104,2.0,27,44.500,4400.0,0.0000
,228327,227666,apb,0.034812,0.050587,105,2.0,23,41.300,4400.0,0.0000
,228327,228325,apb,0.058419,0.140206,105,1.0,21,25.000,2200.0,0.0000
,228327,228328,apb,0.091298,0.116092,105,2.0,23,47.200,4400.0,0.0000
,228328,228120,apb,0.211126,0.268462,105,2.0,23,47.200,4400.0,0.0000
,228328,228327,apb,0.091298,0.132670,105,2.0,23,41.300,4400.0,0.0000
,228329,227895,apb,0.385828,0.560669,105,2.0,23,41.300,4400.0,0.0000
,228329,228332,apb,0.009952,0.012655,105,2.0,23,47.200,4400.0,0.0000
,228330,227663,apb,0.038833,0.056430,105,2.0,23,41.300,4400.0,0.0000
,228330,227738,apb,0.031319,0.039824,105,2.0,23,47.200,4400.0,0.0000
,228332,227663,apb,0.022357,0.028429,105,2.0,23,47.200,4400.0,0.0000
,228332,228329,apb,0.009952,0.014462,105,2.0,23,41.300,4400.0,0.0000
,228364,207400,apb,0.669529,1.004434,107,2.0,23,40.000,4400.0,0.0000
,228364,228069,apb,0.539129,0.689964,107,2.0,23,46.900,4400.0,0.0000
,228380,227549,apb,0.075723,0.125508,107,1.0,13,36.200,2200.0,0.0000
,228380,227810,apb,0.056295,0.078918,107,2.0,23,42.800,4400.0,0.0000
,228383,227552,apb,0.028901,0.027308,107,3.0,15,63.500,6600.0,0.0000
,228383,227553,apb,0.014943,0.014119,107,3.0,15,63.500,6600.0,0.0000
,228384,227551,apb,0.014126,0.013347,107,3.0,15,63.500,6600.0,0.0000
,228384,227552,apb,0.032567,0.033574,107,3.0,15,58.200,6600.0,0.0000
,228385,227565,apb,0.031480,0.031905,107,2.0,15,59.200,4400.0,0.0000
,228385,228386,apb,0.531555,0.547995,107,2.0,15,58.200,4400.0,0.0000
,228386,227566,apb,0.041418,0.042699,107,2.0,15,58.200,4400.0,0.0000
,228386,228385,apb,0.531555,0.538738,107,2.0,15,59.200,4400.0,0.0000
,228387,228317,apb,0.013811,0.014238,107,2.0,15,58.200,4400.0,0.0000
,228387,228825,apb,0.013834,0.014021,107,2.0,15,59.200,4400.0,0.0000
,228438,228482,apb,0.009318,0.011921,107,3.0,23,46.900,6600.0,0.0000
,228438,228628,apb,0.510286,0.648669,107,3.0,23,47.200,6600.0,0.0000
,228477,227563,apb,0.939426,1.201850,107,2.0,23,46.900,4400.0,0.0000
,228477,227843,apb,0.507434,0.708083,107,2.0,23,43.000,4400.0,0.0000
,228482,227634,apb,0.078565,0.100510,107,3.0,23,46.900,6600.0,0.0000
,228482,228438,apb,0.009318,0.011845,107,3.0,23,47.200,6600.0,0.0000
,228489,208009,apb,0.197067,0.320434,107,1.0,9,36.900,2200.0,0.0000
,228489,227939,apb,0.344909,0.508465,107,1.0,9,40.700,2200.0,0.0000
,228490,226504,apb,0.030605,0.049764,107,1.0,9,36.900,2200.0,0.0000
,228490,227939,apb,0.438856,0.713587,107,1.0,9,36.900,2200.0,0.0000
,228493,227662,apb,0.089740,0.194383,104,1.0,29,27.700,2200.0,0.0000
,228498,227898,apb,0.276386,0.685255,107,1.0,25,24.200,2200.0,0.0000
,228498,554257,apb,0.190044,0.477098,107,1.0,29,23.900,2200.0,0.0000
,228499,228810,apb,0.041182,0.103386,107,1.0,29,23.900,2200.0,0.0000
,228499,229123,apb,0.031404,0.079170,107,1.0,29,23.800,2200.0,0.0000
,228500,229086,apb,0.058192,0.081580,106,3.0,23,42.800,6600.0,0.0000
,228500,554206,apb,0.013879,0.019457,106,3.0,23,42.800,6600.0,0.0000
,228525,227568,apb,1.066146,1.932591,107,1.0,17,33.100,2200.0,0.0000
,228525,554217,apb,2.050883,3.131119,107,1.0,13,39.300,2200.0,0.0000
,228535,227555,apb,0.042242,0.057213,106,2.0,23,44.300,4400.0,0.0000
,228535,228564,apb,3.532520,4.929098,106,2.0,23,43.000,4400.0,0.0000
,228538,228564,apb,0.292716,0.401084,105,2.0,23,43.800,4400.0,0.0000
,228538,228567,apb,0.431799,0.606928,105,2.0,23,42.700,4400.0,0.0000
,228538,228588,apb,0.097610,0.211430,104,1.0,29,27.700,2200.0,0.0000
,228547,227796,apb,0.008691,0.008975,104,3.0,19,58.100,6600.0,0.0000
,228547,228239,apb,0.009086,0.008531,107,3.0,15,63.900,6600.0,0.0000
,228563,228569,apb,0.292055,0.500666,104,1.0,13,35.000,2200.0,0.0000
,228563,228572,apb,0.088048,0.140877,104,1.0,13,37.500,2200.0,0.0000
,228563,228590,apb,0.076980,0.166744,104,1.0,29,27.700,2200.0,0.0000
,228563,228593,apb,0.133948,0.229625,104,1.0,13,35.000,2200.0,0.0000
,228564,227555,apb,0.150000,0.203212,106,2.0,23,44.300,4400.0,0.0000
,228564,228535,apb,3.532520,4.929098,106,2.0,23,43.000,4400.0,0.0000
,228564,228538,apb,0.292716,0.411436,105,2.0,23,42.700,4400.0,0.0000
,228564,228580,apb,0.059770,0.129466,104,1.0,29,27.700,2200.0,0.0000
,228567,227901,apb,0.296576,0.444999,105,2.0,23,40.000,4400.0,0.0000
,228567,228538,apb,0.431799,0.553730,105,2.0,23,46.800,4400.0,0.0000
,228567,228570,apb,0.095775,0.164186,104,1.0,13,35.000,2200.0,0.0000
,228569,228563,apb,0.292055,0.500666,104,1.0,13,35.000,2200.0,0.0000
,228569,228570,apb,0.069892,0.119815,104,1.0,13,35.000,2200.0,0.0000
,228570,228567,apb,0.095775,0.164186,104,1.0,13,35.000,2200.0,0.0000
,228570,228569,apb,0.069892,0.119815,104,1.0,13,35.000,2200.0,0.0000
,228572,228563,apb,0.088048,0.140877,104,1.0,13,37.500,2200.0,0.0000
,228580,228564,apb,0.059770,0.129466,104,1.0,29,27.700,2200.0,0.0000
,228580,228581,apb,0.040914,0.088622,104,1.0,29,27.700,2200.0,0.0000
,228581,228580,apb,0.040914,0.088622,104,1.0,29,27.700,2200.0,0.0000
,228588,228538,apb,0.097610,0.211430,104,1.0,29,27.700,2200.0,0.0000
,228588,228590,apb,0.028228,0.061144,104,1.0,29,27.700,2200.0,0.0000
,228590,228563,apb,0.076980,0.166744,104,1.0,29,27.700,2200.0,0.0000
,228590,228588,apb,0.028228,0.061144,104,1.0,29,27.700,2200.0,0.0000
,228592,228593,apb,0.024427,0.041875,104,1.0,13,35.000,2200.0,0.0000
,228593,228563,apb,0.133948,0.229625,104,1.0,13,35.000,2200.0,0.0000
,228593,228592,apb,0.024427,0.041875,104,1.0,13,35.000,2200.0,0.0000
,228597,228705,apb,0.070850,0.151048,107,1.0,21,28.200,2200.0,0.0000
,228597,228900,apb,0.594698,1.262781,107,1.0,21,28.300,2200.0,0.0000
,228612,227841,apb,0.257598,0.261079,107,2.0,15,59.200,4400.0,0.0000
,228612,228126,apb,0.026411,0.027228,107,2.0,15,58.200,4400.0,0.0000
,228614,227549,apb,0.113947,0.107666,107,3.0,15,63.500,6600.0,0.0000
,228614,227776,apb,0.183930,0.173792,107,3.0,15,63.500,6600.0,0.0000
,228625,227662,apb,0.093254,0.201994,104,1.0,29,27.700,2200.0,0.0000
,228625,228832,apb,0.108391,0.216782,104,1.0,29,30.000,2200.0,0.0000
,228628,228238,apb,0.010925,0.013888,107,3.0,23,47.200,6600.0,0.0000
,228628,228438,apb,0.510286,0.648669,107,3.0,23,47.200,6600.0,0.0000
,228645,227821,apb,0.315125,0.403145,107,2.0,23,46.900,4400.0,0.0000
,228695,227565,apb,0.165975,0.300861,107,1.0,17,33.100,2200.0,0.0000
,228695,228696,apb,0.019325,0.032388,107,1.0,17,35.800,2200.0,0.0000
,228696,228315,apb,0.664952,1.114445,107,1.0,17,35.800,2200.0,0.0000
,228696,228695,apb,0.019325,0.035136,107,1.0,17,33.000,2200.0,0.0000
,228704,228705,apb,0.027694,0.069817,107,1.0,29,23.800,2200.0,0.0000
,228705,228084,apb,0.220595,0.468635,107,1.0,21,28.300,2200.0,0.0000
,228705,228597,apb,0.070850,0.150976,107,1.0,21,28.200,2200.0,0.0000
,228705,228704,apb,0.027694,0.069817,107,1.0,29,23.800,2200.0,0.0000
,228713,228914,apb,0.037521,0.079550,107,1.0,21,28.300,2200.0,0.0000
,228713,228949,apb,0.040354,0.076622,107,1.0,21,31.600,2200.0,0.0000
,228786,209303,apb,0.481537,0.297245,102,3.0,7,97.200,6600.0,0.0000
,228787,228786,apb,0.079586,0.049127,102,3.0,7,97.200,6600.0,0.0000
,228788,228789,apb,0.076311,0.048813,102,3.0,7,93.800,6600.0,0.0000
,228789,226488,apb,0.354806,0.226955,102,3.0,7,93.800,6600.0,0.0000
,228792,227633,apb,0.046239,0.059154,107,3.0,23,46.900,6600.0,0.0000
,228792,228793,apb,0.133113,0.169211,107,3.0,23,47.200,6600.0,0.0000
,228793,227634,apb,0.434790,0.552699,107,3.0,23,47.200,6600.0,0.0000
,228793,228792,apb,0.133113,0.170294,107,3.0,23,46.900,6600.0,0.0000
,228810,228499,apb,0.041182,0.103386,107,1.0,29,23.900,2200.0,0.0000
,228810,229087,apb,0.017747,0.045010,107,1.0,29,23.800,2200.0,0.0000
,228811,228814,apb,0.023085,0.057954,107,1.0,29,23.900,2200.0,0.0000
,228811,229087,apb,0.669687,1.217613,107,1.0,17,33.000,2200.0,0.0000
,228811,554229,apb,0.531303,1.130432,107,1.0,21,28.200,2200.0,0.0000
,228812,228813,apb,0.046761,0.117885,107,1.0,29,23.800,2200.0,0.0000
,228812,228817,apb,0.464253,0.984284,107,1.0,21,28.300,2200.0,0.0000
,228812,229124,apb,0.440327,0.936873,107,1.0,21,28.200,2200.0,0.0000
,228813,228812,apb,0.046761,0.117885,107,1.0,29,23.800,2200.0,0.0000
,228813,228814,apb,0.033827,0.085278,107,1.0,29,23.800,2200.0,0.0000
,228814,228811,apb,0.023085,0.057954,107,1.0,29,23.900,2200.0,0.0000
,228814,228813,apb,0.033827,0.085278,107,1.0,29,23.800,2200.0,0.0000
,228815,228816,apb,0.046233,0.098368,107,1.0,21,28.200,2200.0,0.0000
,228815,554230,apb,0.011836,0.025183,107,1.0,21,28.200,2200.0,0.0000
,228816,228815,apb,0.046233,0.098369,107,1.0,21,28.200,2200.0,0.0000
,228816,229090,apb,0.126727,0.268680,107,1.0,21,28.300,2200.0,0.0000
,228817,228812,apb,0.464253,0.984289,107,1.0,21,28.300,2200.0,0.0000
,228817,228818,apb,0.010344,0.026077,107,1.0,29,23.800,2200.0,0.0000
,228817,554230,apb,0.484651,1.027531,107,1.0,21,28.300,2200.0,0.0000
,228818,228817,apb,0.010344,0.026077,107,1.0,29,23.800,2200.0,0.0000
,228818,228819,apb,0.033785,0.084816,107,1.0,29,23.900,2200.0,0.0000
,228819,228818,apb,0.033785,0.084816,107,1.0,29,23.900,2200.0,0.0000
,228819,554229,apb,0.042899,0.107696,107,1.0,29,23.900,2200.0,0.0000
,228820,228956,apb,0.030758,0.027100,107,3.0,11,68.100,6600.0,0.0000
,228820,229131,apb,0.015939,0.015302,107,3.0,11,62.500,6600.0,0.0000
,228823,227567,apb,0.266490,0.274732,107,2.0,15,58.200,4400.0,0.0000
,228823,228317,apb,0.018768,0.019315,107,2.0,15,58.300,4400.0,0.0000
,228824,228316,apb,0.438746,1.175213,107,1.0,25,22.400,2200.0,0.0000
,228824,228317,apb,0.026357,0.066168,107,1.0,29,23.900,2200.0,0.0000
,228824,228823,apb,0.031843,0.052778,107,1.0,13,36.200,2200.0,0.0000
,228825,227749,apb,0.274065,0.277769,107,2.0,15,59.200,4400.0,0.0000
,228825,228387,apb,0.013834,0.014262,107,2.0,15,58.200,4400.0,0.0000
,228825,228824,apb,0.039187,0.098791,107,1.0,29,23.800,2200.0,0.0000
,228826,228236,apb,0.005648,0.013135,107,1.0,29,25.800,2200.0,0.0000
,228826,554217,apb,0.107923,0.270936,107,1.0,29,23.900,2200.0,0.0000
,228827,228831,apb,0.011392,0.024676,104,1.0,29,27.700,2200.0,0.0000
,228827,228832,apb,0.019944,0.043200,104,1.0,29,27.700,2200.0,0.0000
,228828,228827,apb,0.008731,0.018912,104,1.0,29,27.700,2200.0,0.0000
,228829,228237,apb,0.039775,0.079550,104,1.0,29,30.000,2200.0,0.0000
,228829,228828,apb,0.018133,0.039277,104,1.0,29,27.700,2200.0,0.0000
,228830,228829,apb,0.024697,0.049394,104,1.0,29,30.000,2200.0,0.0000
,228831,228830,apb,0.009046,0.018092,104,1.0,29,30.000,2200.0,0.0000
,228832,228625,apb,0.108391,0.234782,104,1.0,29,27.700,2200.0,0.0000
,228832,228831,apb,0.015783,0.031566,104,1.0,29,30.000,2200.0,0.0000
,228877,229123,apb,0.108653,0.244168,107,1.0,29,26.700,2200.0,0.0000
,228877,229124,apb,0.067698,0.143530,107,1.0,21,28.300,2200.0,0.0000
,228877,554292,apb,0.456651,0.968165,107,1.0,21,28.300,2200.0,0.0000
,228900,228597,apb,0.594698,1.263384,107,1.0,21,28.300,2200.0,0.0000
,228900,229135,apb,0.181713,0.254793,107,2.0,23,42.800,4400.0,0.0000
,228901,227947,apb,0.055083,0.066102,103,2.0,23,50.000,4400.0,0.0000
,228901,229009,apb,0.074705,0.158947,106,1.0,21,28.200,2200.0,0.0000
,228901,229136,apb,0.025894,0.031075,103,2.0,23,50.000,4400.0,0.0000
,228902,228950,apb,0.028944,0.025501,107,3.0,11,68.100,6600.0,0.0000
,228902,228951,apb,0.036066,0.034624,107,3.0,11,62.500,6600.0,0.0000
,228909,228910,apb,0.032797,0.082336,107,1.0,29,23.900,2200.0,0.0000
,228910,227813,apb,0.149210,0.374586,107,1.0,29,23.900,2200.0,0.0000
,228910,228909,apb,0.032797,0.082336,107,1.0,29,23.900,2200.0,0.0000
,228910,229147,apb,0.423382,1.049707,107,1.0,25,24.200,2200.0,0.0000
,228913,228914,apb,0.120085,0.167188,107,2.0,27,43.100,4400.0,0.0000
,228913,228916,apb,0.024601,0.062019,107,1.0,29,23.800,2200.0,0.0000
,228913,228993,apb,0.144807,0.225673,107,2.0,27,38.500,4400.0,0.0000
,228914,228713,apb,0.037521,0.071242,107,1.0,21,31.600,2200.0,0.0000
,228914,228913,apb,0.120085,0.187145,107,2.0,27,38.500,4400.0,0.0000
,228914,229037,apb,0.086211,0.120913,107,2.0,23,42.800,4400.0,0.0000
,228914,554227,apb,0.295232,0.490633,107,1.0,17,36.200,2200.0,0.0000
,228915,227862,apb,0.420174,0.504244,103,2.0,23,50.000,4400.0,0.0000
,228915,228938,apb,0.049494,0.063337,107,2.0,23,46.900,4400.0,0.0000
,228915,228945,apb,0.599107,0.788303,103,3.0,23,45.600,6600.0,0.0000
,228916,228913,apb,0.024601,0.062019,107,1.0,29,23.800,2200.0,0.0000
,228916,228917,apb,0.023897,0.060245,107,1.0,29,23.800,2200.0,0.0000
,228917,228916,apb,0.023897,0.060245,107,1.0,29,23.800,2200.0,0.0000
,228918,554282,apb,0.036942,0.032548,107,3.0,11,68.100,6600.0,0.0000
,228918,554283,apb,0.036389,0.034934,107,3.0,11,62.500,6600.0,0.0000
,228919,228921,apb,0.030816,0.029583,107,3.0,11,62.500,6600.0,0.0000
,228919,228951,apb,0.166170,0.146406,107,3.0,11,68.100,6600.0,0.0000
,228921,228919,apb,0.030816,0.027151,107,3.0,11,68.100,6600.0,0.0000
,228921,228922,apb,0.035873,0.034438,107,3.0,11,62.500,6600.0,0.0000
,228922,228921,apb,0.035873,0.031606,107,3.0,11,68.100,6600.0,0.0000
,228922,554282,apb,0.217252,0.208563,107,3.0,11,62.500,6600.0,0.0000
,228927,228948,apb,0.108781,0.095843,107,3.0,11,68.100,6600.0,0.0000
,228927,228950,apb,0.107969,0.103651,107,3.0,11,62.500,6600.0,0.0000
,228937,228915,apb,0.044174,0.093658,107,1.0,21,28.300,2200.0,0.0000
,228938,228941,apb,0.200606,0.281354,107,2.0,23,42.800,4400.0,0.0000
,228938,229037,apb,0.091731,0.117388,107,2.0,23,46.900,4400.0,0.0000
,228939,228940,apb,0.035239,0.056689,107,3.0,31,37.300,6600.0,0.0000
,228939,228943,apb,0.051229,0.065552,107,2.0,23,46.900,4400.0,0.0000
,228939,228993,apb,0.154463,0.215050,107,2.0,27,43.100,4400.0,0.0000
,228940,228939,apb,0.035239,0.051575,107,3.0,31,41.000,6600.0,0.0000
,228940,228942,apb,0.053010,0.074313,107,2.0,23,42.800,4400.0,0.0000
,228940,228948,apb,0.023254,0.022324,107,3.0,11,62.500,6600.0,0.0000
,228941,228942,apb,0.042965,0.108322,107,1.0,29,23.800,2200.0,0.0000
,228941,228947,apb,0.044439,0.062322,107,2.0,23,42.800,4400.0,0.0000
,228942,228937,apb,0.203725,0.285597,107,2.0,23,42.800,4400.0,0.0000
,228943,228945,apb,0.253574,0.324470,107,2.0,23,46.900,4400.0,0.0000
,228944,228943,apb,0.043690,0.092957,107,1.0,21,28.200,2200.0,0.0000
,228944,228946,apb,0.045846,0.063971,107,2.0,23,43.000,4400.0,0.0000
,228945,227562,apb,0.119785,0.143746,103,4.0,23,50.000,8800.0,0.0000
,228945,228915,apb,0.599107,0.719006,103,3.0,23,50.000,6600.0,0.0000
,228945,228944,apb,0.249196,0.347716,107,2.0,23,43.000,4400.0,0.0000
,228946,228939,apb,0.036336,0.091220,107,1.0,29,23.900,2200.0,0.0000
,228946,228940,apb,0.008755,0.012216,107,2.0,23,43.000,4400.0,0.0000
,228947,228939,apb,0.007305,0.010245,107,2.0,23,42.800,4400.0,0.0000
,228947,228940,apb,0.036022,0.090432,107,1.0,29,23.900,2200.0,0.0000
,228948,228927,apb,0.108781,0.104430,107,3.0,11,62.500,6600.0,0.0000
,228948,228940,apb,0.023254,0.020488,107,3.0,11,68.100,6600.0,0.0000
,228949,228713,apb,0.040354,0.085860,107,1.0,21,28.200,2200.0,0.0000
,228949,554292,apb,0.132111,0.250844,107,1.0,21,31.600,2200.0,0.0000
,228950,228902,apb,0.028944,0.027786,107,3.0,11,62.500,6600.0,0.0000
,228950,228927,apb,0.107969,0.095127,107,3.0,11,68.100,6600.0,0.0000
,228951,228902,apb,0.036066,0.031776,107,3.0,11,68.100,6600.0,0.0000
,228951,228919,apb,0.166170,0.159524,107,3.0,11,62.500,6600.0,0.0000
,228952,228956,apb,0.010498,0.010078,107,3.0,11,62.500,6600.0,0.0000
,228952,554283,apb,0.690181,0.608093,107,3.0,11,68.100,6600.0,0.0000
,228953,229002,apb,0.522435,0.732389,106,4.0,23,42.800,8800.0,0.0000
,228953,229018,apb,0.127496,0.178734,106,4.0,23,42.800,8800.0,0.0000
,228953,229034,apb,0.042508,0.066246,107,2.0,27,38.500,4400.0,0.0000
,228954,228962,apb,0.254230,0.244062,107,3.0,11,62.500,6600.0,0.0000
,228954,229131,apb,0.015854,0.013968,107,3.0,11,68.100,6600.0,0.0000
,228956,228820,apb,0.030758,0.029528,107,3.0,11,62.500,6600.0,0.0000
,228956,228952,apb,0.010498,0.009249,107,3.0,11,68.100,6600.0,0.0000
,228961,229084,apb,0.176369,0.437279,107,1.0,25,24.200,2200.0,0.0000
,228961,229107,apb,0.243545,0.341420,106,4.0,23,42.800,8800.0,0.0000
,228961,554208,apb,0.124007,0.173843,106,4.0,23,42.800,8800.0,0.0000
,228962,228954,apb,0.254230,0.223993,107,3.0,11,68.100,6600.0,0.0000
,228962,554274,apb,0.108205,0.103877,107,3.0,11,62.500,6600.0,0.0000
,228963,228968,apb,0.046596,0.072617,107,3.0,27,38.500,6600.0,0.0000
,228963,229038,apb,0.029395,0.045810,107,2.0,27,38.500,4400.0,0.0000
,228963,229080,apb,0.095128,0.133357,107,2.0,23,42.800,4400.0,0.0000
,228963,554269,apb,0.068584,0.145408,107,1.0,21,28.300,2200.0,0.0000
,228964,228966,apb,0.016588,0.041127,107,1.0,25,24.200,2200.0,0.0000
,228964,228987,apb,0.094428,0.200201,107,1.0,21,28.300,2200.0,0.0000
,228964,228992,apb,0.618796,0.867471,107,2.0,23,42.800,4400.0,0.0000
,228964,229007,apb,0.213226,0.528659,107,1.0,25,24.200,2200.0,0.0000
,228965,228967,apb,0.041963,0.104040,107,1.0,25,24.200,2200.0,0.0000
,228965,229084,apb,0.086516,0.214502,107,1.0,25,24.200,2200.0,0.0000
,228965,554262,apb,0.348972,0.742494,107,1.0,21,28.200,2200.0,0.0000
,228966,228964,apb,0.016588,0.041127,107,1.0,25,24.200,2200.0,0.0000
,228966,228967,apb,0.119895,0.297260,107,1.0,25,24.200,2200.0,0.0000
,228967,228965,apb,0.041963,0.104040,107,1.0,25,24.200,2200.0,0.0000
,228967,228966,apb,0.119895,0.297260,107,1.0,25,24.200,2200.0,0.0000
,228968,228963,apb,0.046596,0.072617,107,3.0,27,38.500,6600.0,0.0000
,228968,228969,apb,0.150347,0.234307,107,3.0,27,38.500,6600.0,0.0000
,228969,228968,apb,0.150347,0.234307,107,3.0,27,38.500,6600.0,0.0000
,228969,228985,apb,0.027351,0.042625,107,3.0,27,38.500,6600.0,0.0000
,228970,228983,apb,0.028646,0.044643,107,2.0,27,38.500,4400.0,0.0000
,228970,228984,apb,0.027454,0.042785,107,3.0,27,38.500,6600.0,0.0000
,228971,229034,apb,0.072005,0.112216,107,2.0,27,38.500,4400.0,0.0000
,228971,229038,apb,0.139277,0.217055,107,2.0,27,38.500,4400.0,0.0000
,228973,228977,apb,0.256760,0.359944,107,2.0,23,42.800,4400.0,0.0000
,228973,228985,apb,0.223064,0.472927,107,1.0,21,28.300,2200.0,0.0000
,228975,228982,apb,0.159000,0.247792,107,2.0,27,38.500,4400.0,0.0000
,228975,228998,apb,0.008489,0.013230,107,2.0,27,38.500,4400.0,0.0000
,228975,229062,apb,0.045729,0.073362,107,2.0,31,37.400,4400.0,0.0000
,228976,228979,apb,0.234932,0.376896,107,2.0,31,37.400,4400.0,0.0000
,228976,229062,apb,0.129155,0.207756,107,2.0,31,37.300,4400.0,0.0000
,228977,228973,apb,0.256760,0.359944,107,2.0,23,42.800,4400.0,0.0000
,228977,228978,apb,0.077996,0.109340,107,2.0,23,42.800,4400.0,0.0000
,228977,228979,apb,0.182160,0.292235,107,2.0,31,37.400,4400.0,0.0000
,228978,228977,apb,0.077996,0.109340,107,2.0,23,42.800,4400.0,0.0000
,228978,554272,apb,0.025637,0.026430,107,3.0,15,58.200,6600.0,0.0000
,228978,554281,apb,0.026175,0.024732,107,3.0,15,63.500,6600.0,0.0000
,228979,228976,apb,0.234932,0.376896,107,2.0,31,37.400,4400.0,0.0000
,228979,228977,apb,0.182160,0.292235,107,2.0,31,37.400,4400.0,0.0000
,228981,228984,apb,0.026092,0.040663,107,3.0,27,38.500,6600.0,0.0000
,228981,228985,apb,0.132500,0.206493,107,3.0,27,38.500,6600.0,0.0000
,228982,228975,apb,0.159000,0.247792,107,2.0,27,38.500,4400.0,0.0000
,228982,228983,apb,0.009639,0.015022,107,2.0,27,38.500,4400.0,0.0000
,228983,228970,apb,0.028646,0.044643,107,2.0,27,38.500,4400.0,0.0000
,228983,228982,apb,0.009639,0.015022,107,2.0,27,38.500,4400.0,0.0000
,228984,228970,apb,0.027454,0.042785,107,3.0,27,38.500,6600.0,0.0000
,228984,228981,apb,0.026092,0.040663,107,3.0,27,38.500,6600.0,0.0000
,228985,228969,apb,0.027351,0.042625,107,3.0,27,38.500,6600.0,0.0000
,228985,228973,apb,0.223064,0.472927,107,1.0,21,28.300,2200.0,0.0000
,228985,228981,apb,0.132500,0.206493,107,3.0,27,38.500,6600.0,0.0000
,228985,228987,apb,0.370305,0.785099,107,1.0,21,28.300,2200.0,0.0000
,228987,228964,apb,0.094428,0.200201,107,1.0,21,28.300,2200.0,0.0000
,228987,228985,apb,0.370305,0.785099,107,1.0,21,28.300,2200.0,0.0000
,228988,228998,apb,0.040011,0.062355,107,2.0,27,38.500,4400.0,0.0000
,228988,228999,apb,0.010000,0.015584,107,2.0,27,38.500,4400.0,0.0000
,228989,229093,apb,0.026194,0.024750,107,3.0,15,63.500,6600.0,0.0000
,228989,554252,apb,0.053259,0.087549,107,1.0,13,36.500,2200.0,0.0000
,228989,554265,apb,0.194704,0.272950,107,2.0,23,42.800,4400.0,0.0000
,228989,554277,apb,0.023783,0.024519,107,3.0,15,58.200,6600.0,0.0000
,228990,229050,apb,0.027243,0.043823,107,2.0,31,37.300,4400.0,0.0000
,228990,229051,apb,0.022714,0.031842,107,2.0,23,42.800,4400.0,0.0000
,228990,229080,apb,0.353978,0.496231,107,2.0,23,42.800,4400.0,0.0000
,228992,228964,apb,0.618796,0.867471,107,2.0,23,42.800,4400.0,0.0000
,228992,554222,apb,0.018406,0.025803,107,2.0,23,42.800,4400.0,0.0000
,228992,554291,apb,0.021777,0.030530,107,2.0,23,42.800,4400.0,0.0000
,228993,228913,apb,0.144807,0.201607,107,2.0,27,43.100,4400.0,0.0000
,228993,228939,apb,0.154463,0.240722,107,2.0,27,38.500,4400.0,0.0000
,228993,229111,apb,0.077429,0.195199,107,1.0,29,23.800,2200.0,0.0000
,228998,228975,apb,0.008489,0.013230,107,2.0,27,38.500,4400.0,0.0000
,228998,228988,apb,0.040011,0.062355,107,2.0,27,38.500,4400.0,0.0000
,228999,227552,apb,0.022369,0.034861,107,2.0,27,38.500,4400.0,0.0000
,228999,228988,apb,0.010000,0.015584,107,2.0,27,38.500,4400.0,0.0000
,229000,229001,apb,0.048563,0.111213,106,1.0,29,26.200,2200.0,0.0000
,229000,229049,apb,0.020381,0.051381,106,1.0,29,23.800,2200.0,0.0000
,229001,229000,apb,0.048563,0.122428,106,1.0,29,23.800,2200.0,0.0000
,229001,229074,apb,0.044864,0.102742,106,1.0,29,26.200,2200.0,0.0000
,229002,228953,apb,0.522435,0.732392,106,4.0,23,42.800,8800.0,0.0000
,229002,229049,apb,0.161819,0.407947,106,1.0,29,23.800,2200.0,0.0000
,229002,229130,apb,0.132023,0.185080,107,4.0,23,42.800,8800.0,0.0000
,229003,227746,apb,0.045497,0.042989,107,3.0,15,63.500,6600.0,0.0000
,229003,554259,apb,0.102457,0.096810,107,3.0,15,63.500,6600.0,0.0000
,229003,554311,apb,0.016724,0.026063,107,2.0,27,38.500,4400.0,0.0000
,229007,228964,apb,0.213226,0.528659,107,1.0,25,24.200,2200.0,0.0000
,229007,554312,apb,0.221196,0.344721,107,2.0,27,38.500,4400.0,0.0000
,229008,229011,apb,0.116533,0.163398,106,2.0,23,42.800,4400.0,0.0000
,229008,554293,apb,0.095888,0.134452,106,2.0,23,42.800,4400.0,0.0000
,229009,228081,apb,0.069413,0.097329,106,2.0,23,42.800,4400.0,0.0000
,229010,227948,apb,0.033152,0.039782,103,3.0,23,50.000,6600.0,0.0000
,229010,229012,apb,0.040550,0.065092,107,2.0,31,37.400,4400.0,0.0000
,229010,229013,apb,0.029363,0.035236,103,3.0,23,50.000,6600.0,0.0000
,229011,229009,apb,0.042503,0.090432,106,1.0,21,28.200,2200.0,0.0000
,229011,229010,apb,0.035313,0.049514,106,2.0,23,42.800,4400.0,0.0000
,229011,229013,apb,0.048898,0.103671,106,1.0,21,28.300,2200.0,0.0000
,229012,228900,apb,0.170816,0.430376,107,1.0,29,23.900,2200.0,0.0000
,229013,227560,apb,0.167459,0.200951,103,3.0,23,50.000,6600.0,0.0000
,229013,229010,apb,0.029363,0.035236,103,3.0,23,50.000,6600.0,0.0000
,229013,229012,apb,0.048575,0.122458,107,1.0,29,23.800,2200.0,0.0000
,229018,228953,apb,0.127496,0.178734,106,4.0,23,42.800,8800.0,0.0000
